,gene_name,baseMean_Mono_h24,baseMean_Control_h24,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Description
ENSG00000159842,ABR,7700.962043,7585.438718,8531.510253,0.021837037,0.103526587,0.210931679,0.832940584,0.983507288,ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]
ENSG00000159899,NPR2,787.5498331,799.5480983,944.3452914,-0.021978368,0.185961531,-0.118187712,0.905918926,0.992879391,natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]
ENSG00000160050,CCDC28B,888.5257034,977.8264978,1188.480168,-0.137733176,0.130667936,-1.054070183,0.291850786,0.904772647,coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:HGNC:28163]
ENSG00000160058,BSDC1,7153.79917,7487.889862,9292.563116,-0.065677003,0.081913608,-0.80178378,0.422678043,0.926178153,BSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25501]
ENSG00000160145,KALRN,7046.95916,7495.698822,5900.780398,-0.08896489,0.089899676,-0.989601892,0.322368745,0.90870951,kalirin RhoGEF kinase [Source:HGNC Symbol;Acc:HGNC:4814]
ENSG00000160179,ABCG1,1014.288303,910.5115001,1169.418145,0.15594326,0.092600696,1.684039832,0.092173971,0.894474194,ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73]
ENSG00000160180,TFF3,205.4672166,201.6473475,109.2396299,0.027757108,0.191938807,0.144614363,0.885015357,0.991355216,trefoil factor 3 [Source:HGNC Symbol;Acc:HGNC:11757]
ENSG00000160190,SLC37A1,1600.387578,1549.477716,1638.158822,0.047222283,0.079818199,0.591623009,0.554103063,0.943918146,solute carrier family 37 member 1 [Source:HGNC Symbol;Acc:HGNC:11024]
ENSG00000160200,CBS,181.6326916,204.9208586,278.7832504,-0.171240696,0.175899095,-0.973516642,0.330296593,0.911384954,cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]
ENSG00000160213,CSTB,3360.333317,3048.802627,3639.937384,0.140103839,0.098406891,1.423719793,0.154527602,0.897476576,cystatin B [Source:HGNC Symbol;Acc:HGNC:2482]
ENSG00000160223,ICOSLG,50.23168356,43.63242532,159.3914606,0.200635587,0.369360028,0.543197886,0.586993562,0.950618636,inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]
ENSG00000160298,C21orf58,587.3997549,755.479426,444.821754,-0.36245391,0.144043785,-2.516275938,0.011860229,0.563205316,chromosome 21 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:1300]
ENSG00000160299,PCNT,4252.837681,5007.214341,4015.533469,-0.235509004,0.125212957,-1.88086768,0.059989921,0.861928056,pericentrin [Source:HGNC Symbol;Acc:HGNC:16068]
ENSG00000160325,CACFD1,946.5861661,1271.334,989.8948039,-0.424984011,0.137214724,-3.097218714,0.001953457,0.252542906,calcium channel flower domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1365]
ENSG00000160326,SLC2A6,4569.468312,3368.31668,6008.464191,0.440347395,0.098392381,4.475421696,7.62606E-06,0.004929488,solute carrier family 2 member 6 [Source:HGNC Symbol;Acc:HGNC:11011]
ENSG00000160352,ZNF714,2094.542639,2333.63871,1612.753149,-0.155701855,0.092299001,-1.686928924,0.09161702,0.894474194,zinc finger protein 714 [Source:HGNC Symbol;Acc:HGNC:27124]
ENSG00000160606,TLCD1,113.6411447,170.1411263,167.3460738,-0.579330196,0.237379683,-2.4405214,0.014666077,0.612037992,TLC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25177]
ENSG00000160796,NBEAL2,3695.089854,4029.350118,3578.624639,-0.124916286,0.216665365,-0.576540169,0.564250127,0.945453884,neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928]
ENSG00000160932,LY6E,2473.209268,2676.770958,3663.008494,-0.113635772,0.098210283,-1.157065925,0.247245427,0.900482151,lymphocyte antigen 6 family member E [Source:HGNC Symbol;Acc:HGNC:6727]
ENSG00000160949,TONSL,870.451825,1020.28716,753.8832687,-0.228585295,0.13627095,-1.677432314,0.093457975,0.897476576,"tonsoku like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:7801]"
ENSG00000160957,RECQL4,867.0707325,1120.657443,643.4945372,-0.369531296,0.158773876,-2.327406158,0.019943658,0.66909773,RecQ like helicase 4 [Source:HGNC Symbol;Acc:HGNC:9949]
ENSG00000161011,SQSTM1,63310.54027,55678.05876,91784.68941,0.185361901,0.094614288,1.959132233,0.050097303,0.835614964,sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]
ENSG00000161040,FBXL13,1273.854139,1075.264041,1931.323697,0.243758331,0.12330084,1.976939737,0.048048442,0.833976569,F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]
ENSG00000161267,BDH1,191.5825706,227.5127006,133.548667,-0.246909275,0.201775702,-1.223681906,0.221072248,0.897476576,3-hydroxybutyrate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:1027]
ENSG00000161558,TMEM143,143.3006631,169.8214099,176.611326,-0.244392037,0.203523492,-1.200805051,0.229826832,0.897476576,transmembrane protein 143 [Source:HGNC Symbol;Acc:HGNC:25603]
ENSG00000161692,DBF4B,431.9705746,567.0469946,366.5961268,-0.39158727,0.163923181,-2.388846212,0.016901376,0.642724819,DBF4 zinc finger B [Source:HGNC Symbol;Acc:HGNC:17883]
ENSG00000161714,PLCD3,1618.041123,1731.583512,1611.136367,-0.097675964,0.110462722,-0.884243683,0.376564682,0.922588085,phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061]
ENSG00000161800,RACGAP1,2944.589821,3611.704992,1923.441541,-0.294577487,0.109222526,-2.697039691,0.006995893,0.463285929,Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]
ENSG00000161888,SPC24,2630.19604,3497.513147,1777.663168,-0.411039154,0.118348874,-3.473114189,0.000514456,0.121240231,SPC24 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:26913]
ENSG00000161912,ADCY10P1,538.6331575,625.2504669,475.6218637,-0.214573428,0.151998664,-1.411679697,0.158044294,0.897476576,ADCY10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44143]
ENSG00000161940,BCL6B,19974.83298,17762.99958,19411.92993,0.169342601,0.05587539,3.030718928,0.002439722,0.282241786,BCL6B transcription repressor [Source:HGNC Symbol;Acc:HGNC:1002]
ENSG00000161970,RPL26,6399.913811,6530.65063,8272.68463,-0.029223159,0.209310356,-0.139616405,0.888963078,0.992022854,ribosomal protein L26 [Source:HGNC Symbol;Acc:HGNC:10327]
ENSG00000162062,TEDC2,379.1114082,534.8123553,294.456069,-0.495399687,0.187141105,-2.647198684,0.008116165,0.486466034,tubulin epsilon and delta complex 2 [Source:HGNC Symbol;Acc:HGNC:25849]
ENSG00000162063,CCNF,3790.918554,4580.352911,2895.809131,-0.27266757,0.089004021,-3.063542141,0.002187334,0.265238863,cyclin F [Source:HGNC Symbol;Acc:HGNC:1591]
ENSG00000162298,SYVN1,892.1600999,929.2472923,932.4122944,-0.058585702,0.200068231,-0.292828612,0.769653157,0.975479803,synoviolin 1 [Source:HGNC Symbol;Acc:HGNC:20738]
ENSG00000162337,LRP5,7387.020535,8636.655585,6673.851566,-0.225410745,0.125407873,-1.797421002,0.072268809,0.884376664,LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]
ENSG00000162433,AK4,2069.23521,2056.574477,3418.517299,0.008583786,0.058938312,0.145640167,0.884205457,0.991355216,adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]
ENSG00000162490,DRAXIN,448.8116405,507.5721457,223.0784231,-0.177328001,0.219935468,-0.806272869,0.420085531,0.925889643,dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]
ENSG00000162512,SDC3,2247.298991,2299.01287,2269.316867,-0.03281634,0.16704775,-0.196448858,0.844258858,0.985321277,syndecan 3 [Source:HGNC Symbol;Acc:HGNC:10660]
ENSG00000162595,DIRAS3,173.3297772,201.0591072,856.8902819,-0.21251334,0.134082338,-1.584946556,0.112978477,0.897476576,DIRAS family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:687]
ENSG00000162599,NFIA,13422.06127,12810.93227,9944.468754,0.067212359,0.178811831,0.375883175,0.707003749,0.96757907,nuclear factor I A [Source:HGNC Symbol;Acc:HGNC:7784]
ENSG00000162616,DNAJB4,12045.0934,12698.36824,10609.27458,-0.076231695,0.141387538,-0.539168417,0.589770651,0.951224269,DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886]
ENSG00000162645,GBP2,7772.534306,8393.21682,11723.04959,-0.110814025,0.095676379,-1.15821718,0.246775419,0.900482151,guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]
ENSG00000162654,GBP4,1426.346757,1160.558592,3175.044887,0.296857016,0.064161509,4.626715015,3.71511E-06,0.002711312,guanylate binding protein 4 [Source:HGNC Symbol;Acc:HGNC:20480]
ENSG00000162692,VCAM1,6.257311192,5.73479558,6099.69272,0.097042697,0.412447541,0.235284945,0.81398758,0.980646852,vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]
ENSG00000162729,IGSF8,844.3700598,964.5361082,961.4274732,-0.190907299,0.121290373,-1.5739691,0.115494593,0.897476576,immunoglobulin superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:17813]
ENSG00000162772,ATF3,174.6422529,157.3865006,595.818336,0.147739396,0.163261932,0.9049225,0.365506446,0.920583368,activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]
ENSG00000162783,IER5,3048.041415,3208.904584,3933.6499,-0.073892981,0.104599125,-0.706439765,0.479914699,0.932845963,immediate early response 5 [Source:HGNC Symbol;Acc:HGNC:5393]
ENSG00000162804,SNED1,4238.525082,4709.147784,4090.649468,-0.151891965,0.152085832,-0.998725277,0.317927793,0.90870951,"sushi, nidogen and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:24696]"
ENSG00000162817,C1orf115,5354.863746,5830.974967,6495.749943,-0.12278089,0.075676688,-1.622440047,0.10470916,0.897476576,chromosome 1 open reading frame 115 [Source:HGNC Symbol;Acc:HGNC:25873]
ENSG00000162849,KIF26B,299.0137519,281.007638,194.3585288,0.090001433,0.219159622,0.410666129,0.681317366,0.964083302,kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]
ENSG00000163013,FBXO41,125.1112743,132.0525484,127.7519698,-0.076342854,0.27504836,-0.277561567,0.781348938,0.977238336,F-box protein 41 [Source:HGNC Symbol;Acc:HGNC:29409]
ENSG00000163040,CCDC74A,116.6281753,106.4061931,142.3813081,0.132188718,0.167108839,0.791033673,0.428924342,0.928168619,coiled-coil domain containing 74A [Source:HGNC Symbol;Acc:HGNC:25197]
ENSG00000163121,NEURL3,0,0,101.5490668,0,1.27391088,0,1,1,neuralized E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:25162]
ENSG00000163131,CTSS,1560.14146,1088.038043,3516.001621,0.519907762,0.087507485,5.94129476,2.8278E-09,5.33134E-06,cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]
ENSG00000163132,MSX1,235.2233328,158.0630151,326.6852256,0.572989491,0.164505224,3.483108184,0.000495628,0.120119772,msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391]
ENSG00000163171,CDC42EP3,8657.864903,7561.259953,7382.486017,0.195209728,0.066624076,2.930017796,0.003389426,0.342332018,CDC42 effector protein 3 [Source:HGNC Symbol;Acc:HGNC:16943]
ENSG00000163191,S100A11,3815.376966,3486.328232,3756.21501,0.129791419,0.083616561,1.552221452,0.120609245,0.897476576,S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]
ENSG00000163291,PAQR3,3810.890659,3420.847049,4084.921846,0.155590358,0.12444834,1.250240523,0.211211698,0.897476576,progestin and adipoQ receptor family member 3 [Source:HGNC Symbol;Acc:HGNC:30130]
ENSG00000163293,NIPAL1,437.8748436,332.6237902,497.6495738,0.39489873,0.111970809,3.526800732,0.000420613,0.106920819,NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194]
ENSG00000163297,ANTXR2,23793.92159,22493.87139,25710.24252,0.081041717,0.049893726,1.624286731,0.104314628,0.897476576,ANTXR cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:21732]
ENSG00000163389,POGLUT1,2572.413792,2293.626713,2806.57873,0.165253869,0.099987167,1.652750784,0.098381594,0.897476576,protein O-glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22954]
ENSG00000163430,FSTL1,106145.886,103809.6352,122293.8495,0.03210158,0.051296802,0.625800791,0.531445613,0.942127061,follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]
ENSG00000163491,NEK10,2360.732375,2093.11232,1704.888504,0.173379571,0.146217428,1.185765431,0.235714947,0.897476576,NIMA related kinase 10 [Source:HGNC Symbol;Acc:HGNC:18592]
ENSG00000163507,CIP2A,2771.116835,2952.211982,1788.384983,-0.091622826,0.116992879,-0.783148746,0.433539769,0.928168619,cellular inhibitor of PP2A [Source:HGNC Symbol;Acc:HGNC:29302]
ENSG00000163513,TGFBR2,66842.25185,62377.41202,75069.77299,0.099732352,0.096612771,1.032289528,0.301936505,0.906947979,transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]
ENSG00000163535,SGO2,2286.073515,2470.365039,1420.056411,-0.112015059,0.176546704,-0.634478335,0.525768701,0.939809632,shugoshin 2 [Source:HGNC Symbol;Acc:HGNC:30812]
ENSG00000163545,NUAK2,185.8476753,118.7498285,387.3410606,0.648047562,0.194930235,3.324510239,0.00088574,0.161604657,NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]
ENSG00000163590,PPM1L,893.0675889,876.8007403,608.4120106,0.026031327,0.139124941,0.18710755,0.851576309,0.98653461,"protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:HGNC Symbol;Acc:HGNC:16381]"
ENSG00000163611,SPICE1,332.8901062,322.452827,317.2369929,0.045123036,0.182548984,0.247183166,0.804766473,0.979762432,spindle and centriole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:25083]
ENSG00000163635,ATXN7,285.8829114,263.9423919,266.5495718,0.114413378,0.149189876,0.766897735,0.44314232,0.928168619,ataxin 7 [Source:HGNC Symbol;Acc:HGNC:10560]
ENSG00000163661,PTX3,53496.73052,51070.93671,88418.44739,0.066964828,0.099380915,0.673819798,0.500425886,0.937563007,pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]
ENSG00000163704,PRRT3,272.3612755,292.7406623,321.1203526,-0.103948649,0.17565747,-0.591769019,0.554005272,0.943918146,proline rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:26591]
ENSG00000163734,CXCL3,29.27346409,31.29465532,710.2697783,-0.104490485,0.221076562,-0.472643882,0.636467269,0.957884546,C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]
ENSG00000163735,CXCL5,17.44360389,6.863133829,510.1273696,1.360334554,0.321951067,4.225283571,2.3864E-05,0.012555798,C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]
ENSG00000163739,CXCL1,619.216893,463.0686995,11185.17286,0.419888202,0.116965862,3.589835476,0.000330887,0.091292458,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
ENSG00000163762,TM4SF18,8775.349842,7796.214221,7885.707008,0.170548817,0.102040333,1.671386319,0.094645396,0.897476576,transmembrane 4 L six family member 18 [Source:HGNC Symbol;Acc:HGNC:25181]
ENSG00000163788,SNRK,36343.19462,36966.63249,34258.30615,-0.024576769,0.059624525,-0.412192282,0.680198493,0.963884915,SNF related kinase [Source:HGNC Symbol;Acc:HGNC:30598]
ENSG00000163808,KIF15,1787.966563,2215.79026,1109.667987,-0.309609061,0.127734649,-2.423845565,0.015357135,0.617122228,kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273]
ENSG00000163814,CDCP1,1513.398001,1358.599035,1494.641467,0.155407792,0.122976475,1.263719685,0.206330657,0.897476576,CUB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:24357]
ENSG00000163840,DTX3L,4014.832591,3955.482006,5939.802702,0.021212197,0.062818055,0.337676757,0.735606792,0.969760425,deltex E3 ubiquitin ligase 3L [Source:HGNC Symbol;Acc:HGNC:30323]
ENSG00000163874,ZC3H12A,479.2464339,490.6992577,1203.569344,-0.031736674,0.120212352,-0.264005101,0.791775988,0.97794775,zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259]
ENSG00000163931,TKT,35610.94512,38597.45898,35859.53453,-0.116155642,0.066493769,-1.746865052,0.080660749,0.887132857,transketolase [Source:HGNC Symbol;Acc:HGNC:11834]
ENSG00000163932,PRKCD,637.0988445,550.2723027,715.1563999,0.211192762,0.129258272,1.633881986,0.102283633,0.897476576,protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]
ENSG00000163975,MELTF,225.6669296,254.2805361,409.1192853,-0.169436552,0.167680995,-1.010469624,0.312270346,0.90870951,melanotransferrin [Source:HGNC Symbol;Acc:HGNC:7037]
ENSG00000164035,EMCN,35917.94311,36082.07701,38873.90124,-0.006608419,0.101405648,-0.065168159,0.948040113,0.996893295,endomucin [Source:HGNC Symbol;Acc:HGNC:16041]
ENSG00000164087,POC1A,722.2789435,865.1315999,501.0219447,-0.259624178,0.121501732,-2.136794046,0.032614747,0.755246702,POC1 centriolar protein A [Source:HGNC Symbol;Acc:HGNC:24488]
ENSG00000164096,C4orf3,6574.495824,6081.21655,6999.970866,0.112446159,0.145949675,0.770444741,0.441036122,0.928168619,chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]
ENSG00000164099,PRSS12,767.6906804,713.7781791,1168.193118,0.105108501,0.088330354,1.189947685,0.234066955,0.897476576,serine protease 12 [Source:HGNC Symbol;Acc:HGNC:9477]
ENSG00000164104,HMGB2,3625.777512,4396.136941,2891.107858,-0.27794183,0.137769963,-2.017434155,0.043650226,0.816260408,high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]
ENSG00000164109,MAD2L1,2148.413004,2295.505727,1325.754483,-0.095711991,0.177361748,-0.539642802,0.589443393,0.951224269,mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]
ENSG00000164114,MAP9,328.0178827,268.9330026,304.2680417,0.285536643,0.174964565,1.631968413,0.102686141,0.897476576,microtubule associated protein 9 [Source:HGNC Symbol;Acc:HGNC:26118]
ENSG00000164116,GUCY1A1,293.6607327,252.6479254,209.602856,0.216463308,0.203945113,1.061380216,0.288517144,0.904772647,guanylate cyclase 1 soluble subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4685]
ENSG00000164136,IL15,613.1841526,587.5623844,1003.864255,0.060721065,0.097841638,0.620605572,0.534859173,0.942590877,interleukin 15 [Source:HGNC Symbol;Acc:HGNC:5977]
ENSG00000164171,ITGA2,80250.49521,72810.41743,79198.16548,0.140343007,0.055946305,2.508530432,0.012123452,0.563205316,integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137]
ENSG00000164176,EDIL3,12251.16802,11601.17729,12808.74751,0.078588634,0.101406942,0.774982783,0.438349833,0.928168619,EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173]
ENSG00000164237,CMBL,1940.046918,1980.101961,1886.595881,-0.029725525,0.107181659,-0.277337797,0.781520739,0.977238336,carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]
ENSG00000164251,F2RL1,16300.83919,13716.67883,26320.18543,0.248999979,0.077537583,3.211345662,0.001321149,0.19221475,F2R like trypsin receptor 1 [Source:HGNC Symbol;Acc:HGNC:3538]
ENSG00000164283,ESM1,22549.14014,18098.32164,30020.57516,0.31719026,0.104978553,3.021476771,0.002515449,0.288880849,endothelial cell specific molecule 1 [Source:HGNC Symbol;Acc:HGNC:3466]
ENSG00000164284,GRPEL2,3935.935176,3316.389796,3431.734451,0.24684366,0.100941116,2.44542235,0.01446826,0.606879754,"GrpE like 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21060]"
ENSG00000164307,ERAP1,9702.569546,8782.558956,13492.41545,0.143653841,0.052411622,2.740877601,0.006127533,0.447191305,endoplasmic reticulum aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:18173]
ENSG00000164308,ERAP2,5918.30015,5728.094982,6721.788839,0.047039012,0.05530285,0.850571212,0.395007586,0.925889643,endoplasmic reticulum aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:29499]
ENSG00000164342,TLR3,419.548985,361.4801749,597.1518795,0.212990984,0.160516496,1.326910256,0.184538371,0.897476576,toll like receptor 3 [Source:HGNC Symbol;Acc:HGNC:11849]
ENSG00000164400,CSF2,6.454361884,5.407767245,1487.425701,0.244762071,0.618708254,0.395601755,0.692398842,0.965440221,colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]
ENSG00000164483,SAMD3,319.2128232,320.7897477,223.1760791,-0.006961808,0.154056487,-0.04518997,0.963955889,0.997563975,sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21574]
ENSG00000164509,IL31RA,184.5540504,202.0587091,178.9129975,-0.130971563,0.193189499,-0.677943487,0.497807526,0.937563007,interleukin 31 receptor A [Source:HGNC Symbol;Acc:HGNC:18969]
ENSG00000164603,BMT2,1601.246722,1382.053951,1525.646153,0.211893755,0.143193441,1.479772769,0.138933898,0.897476576,base methyltransferase of 25S rRNA 2 homolog [Source:HGNC Symbol;Acc:HGNC:26475]
ENSG00000164611,PTTG1,4113.233329,4963.447965,3291.940658,-0.270959578,0.098412666,-2.753299858,0.005899783,0.439205235,"PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]"
ENSG00000164659,ELAPOR2,5647.549194,5413.078318,8192.206237,0.060974777,0.061120579,0.997614518,0.318466318,0.90870951,endosome-lysosome associated apoptosis and autophagy regulator family member 2 [Source:HGNC Symbol;Acc:HGNC:21945]
ENSG00000164683,HEY1,331.7265902,369.6354596,251.6934317,-0.155265212,0.170327323,-0.911569613,0.361995325,0.919426528,hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880]
ENSG00000164684,ZNF704,2376.045379,2269.144099,1884.562807,0.066087371,0.086948946,0.760070991,0.447212152,0.928341147,zinc finger protein 704 [Source:HGNC Symbol;Acc:HGNC:32291]
ENSG00000164687,FABP5,8552.781721,8658.387365,9016.051915,-0.017707851,0.102474423,-0.172802642,0.86280656,0.988858565,fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]
ENSG00000164690,SHH,71.4303757,71.73311903,117.9498915,-0.001849176,0.26664192,-0.006935055,0.994466671,0.99962403,sonic hedgehog signaling molecule [Source:HGNC Symbol;Acc:HGNC:10848]
ENSG00000164692,COL1A2,602.3358208,728.6516719,716.2875732,-0.274023334,0.1761803,-1.555357401,0.119860974,0.897476576,collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]
ENSG00000164733,CTSB,98018.423,96778.55264,111899.3846,0.018372513,0.05020564,0.365945197,0.71440597,0.967874647,cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]
ENSG00000164761,TNFRSF11B,115.0634612,127.1121298,481.1072475,-0.144957365,0.183897203,-0.788252144,0.430549234,0.928168619,TNF receptor superfamily member 11b [Source:HGNC Symbol;Acc:HGNC:11909]
ENSG00000164796,CSMD3,395.927185,295.9519916,442.6524892,0.42143475,0.134010961,3.144778203,0.001662128,0.227902921,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291]
ENSG00000164823,OSGIN2,5052.894996,4543.877431,6381.111106,0.153032703,0.107842892,1.419033743,0.155889179,0.897476576,oxidative stress induced growth inhibitor family member 2 [Source:HGNC Symbol;Acc:HGNC:1355]
ENSG00000164849,GPR146,107.0110795,137.3977265,134.6153958,-0.358466265,0.19423746,-1.845505319,0.064964066,0.874472879,G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:HGNC:21718]
ENSG00000164867,NOS3,6982.522748,8336.678776,4566.883663,-0.255657245,0.124672527,-2.050630178,0.040302975,0.808774309,nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]
ENSG00000164904,ALDH7A1,3542.792447,3872.129425,3137.749163,-0.128071407,0.084121271,-1.522461612,0.127893457,0.897476576,aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]
ENSG00000164930,FZD6,13236.60939,12393.26873,15702.26789,0.094946457,0.077141048,1.230816273,0.218391588,0.897476576,frizzled class receptor 6 [Source:HGNC Symbol;Acc:HGNC:4044]
ENSG00000164932,CTHRC1,4055.921237,3756.357901,7758.499604,0.110883886,0.098787806,1.122445072,0.26167325,0.904063171,collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]
ENSG00000164949,GEM,220.5561082,236.6369294,294.7444487,-0.1028448,0.160302405,-0.641567419,0.521154093,0.939183647,GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]
ENSG00000165029,ABCA1,2111.27884,2212.941854,2864.173283,-0.067494671,0.078383074,-0.861087321,0.389189952,0.925889643,ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]
ENSG00000165072,MAMDC2,1446.782904,1119.94376,3808.040734,0.369131968,0.092604643,3.986106477,6.71664E-05,0.028834063,MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]
ENSG00000165092,ALDH1A1,15451.52825,16579.85923,11880.75293,-0.101667662,0.102662094,-0.990313544,0.322020888,0.90870951,aldehyde dehydrogenase 1 family member A1 [Source:HGNC Symbol;Acc:HGNC:402]
ENSG00000165097,KDM1B,1346.762579,1250.941207,1486.504003,0.105524838,0.074088127,1.424315097,0.154355279,0.897476576,lysine demethylase 1B [Source:HGNC Symbol;Acc:HGNC:21577]
ENSG00000165118,C9orf64,269.7116699,294.2001237,360.4235908,-0.126605881,0.164006009,-0.771958798,0.440138831,0.928168619,chromosome 9 open reading frame 64 [Source:HGNC Symbol;Acc:HGNC:28144]
ENSG00000165185,KIAA1958,520.6762893,536.7814094,481.67001,-0.04446922,0.158975557,-0.279723629,0.779689549,0.977238336,KIAA1958 [Source:HGNC Symbol;Acc:HGNC:23427]
ENSG00000165194,PCDH19,505.0062037,489.1531064,344.8420936,0.045655946,0.230059034,0.198453174,0.842690517,0.984913664,protocadherin 19 [Source:HGNC Symbol;Acc:HGNC:14270]
ENSG00000165244,ZNF367,795.857948,885.6056802,511.4016511,-0.154342479,0.168233221,-0.917431631,0.358916504,0.918793144,zinc finger protein 367 [Source:HGNC Symbol;Acc:HGNC:18320]
ENSG00000165246,NLGN4Y,3657.643206,2925.206325,3914.68265,0.322125389,0.085057659,3.787141467,0.00015239,0.054332164,neuroligin 4 Y-linked [Source:HGNC Symbol;Acc:HGNC:15529]
ENSG00000165304,MELK,3956.102164,4377.507937,2671.924254,-0.146256721,0.099627864,-1.468030272,0.142096,0.897476576,maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]
ENSG00000165323,FAT3,782.5206119,764.2849777,679.076847,0.0343513,0.134879638,0.254681138,0.798969386,0.978972633,FAT atypical cadherin 3 [Source:HGNC Symbol;Acc:HGNC:23112]
